codgeo;libgeo;an;p_pop
02477;Mercin-et-Vaux;2021;954
02478;Merlieux-et-Fouquerolles;2021;257
02480;Mesbrecourt-Richecourt;2021;318
02481;Mesnil-Saint-Laurent;2021;465
02482;Meurival;2021;55
02483;Mézières-sur-Oise;2021;510
02484;Mézy-Moulins;2021;543
02485;Missy-aux-Bois;2021;97
02486;Missy-lès-Pierrepont;2021;106
02487;Missy-sur-Aisne;2021;619
02488;Molain;2021;159
02489;Molinchart;2021;349
02490;Monampteuil;2021;123
02491;Monceau-le-Neuf-et-Faucouzy;2021;321
02492;Monceau-lès-Leups;2021;439
02493;Monceau-le-Waast;2021;221
02494;Monceau-sur-Oise;2021;128
02495;Mondrepuis;2021;1038
02496;Monnes;2021;96
02497;Mons-en-Laonnois;2021;1149
02498;Montaigu;2021;764
02499;Montbavin;2021;41
02500;Montbrehain;2021;810
02501;Montchâlons;2021;85
02502;Montcornet;2021;1257
02503;Mont-d'Origny;2021;826
02504;Montescourt-Lizerolles;2021;1614
02505;Montfaucon;2021;208
02506;Montgobert;2021;200
02507;Montgru-Saint-Hilaire;2021;30
02508;Monthenault;2021;151
02509;Monthiers;2021;155
02510;Monthurel;2021;142
02511;Montigny-en-Arrouaise;2021;310
02512;Montigny-l'Allier;2021;268
02513;Montigny-le-Franc;2021;135
02514;Montigny-Lengrain;2021;695
02515;Montigny-lès-Condé;2021;52
02516;Montigny-sous-Marle;2021;70
02517;Montigny-sur-Crécy;2021;292
02518;Montlevon;2021;300
02519;Montloué;2021;190
02520;Mont-Notre-Dame;2021;733
02521;Montreuil-aux-Lions;2021;1351
02522;Mont-Saint-Jean;2021;83
02523;Mont-Saint-Martin;2021;71
02524;Mont-Saint-Père;2021;691
02525;Morcourt;2021;556
02526;Morgny-en-Thiérache;2021;104
02527;Morsain;2021;466
02528;Mortefontaine;2021;221
02529;Mortiers;2021;182
02530;Moulins;2021;77
02531;Moussy-Verneuil;2021;132
02532;Moÿ-de-l'Aisne;2021;979
02533;Muret-et-Crouttes;2021;106
02534;Muscourt;2021;45
02535;Nampcelles-la-Cour;2021;113
02536;Nampteuil-sous-Muret;2021;98
02537;Nanteuil-la-Fosse;2021;207
02538;Nanteuil-Notre-Dame;2021;77
02539;Nauroy;2021;686
02540;Nesles-la-Montagne;2021;1206
02541;Neufchâtel-sur-Aisne;2021;421
02542;Neuflieux;2021;80
02543;Neuilly-Saint-Front;2021;2018
02544;Neuve-Maison;2021;610
02545;La Neuville-Bosmont;2021;187
02546;La Neuville-en-Beine;2021;186
02547;La Neuville-Housset;2021;64
02548;La Neuville-lès-Dorengt;2021;386
02549;Neuville-Saint-Amand;2021;859
02550;Neuville-sur-Ailette;2021;120
02551;Neuville-sur-Margival;2021;112
02552;Neuvillette;2021;191
02553;Nizy-le-Comte;2021;240
02554;Nogentel;2021;1108
02555;Nogent-l'Artaud;2021;2098
02556;Noircourt;2021;73
02557;Noroy-sur-Ourcq;2021;128
02558;Le Nouvion-en-Thiérache;2021;2505
02559;Nouvion-et-Catillon;2021;503
02560;Nouvion-le-Comte;2021;243
02561;Nouvion-le-Vineux;2021;145
02562;Nouvron-Vingré;2021;201
02563;Noyales;2021;153
02564;Bernoy-le-Château;2021;855
02565;Œuilly;2021;294
02566;Ognes;2021;1108
02567;Ohis;2021;272
02568;Oigny-en-Valois;2021;168
02569;Oisy;2021;481
02570;Ollezy;2021;173
02571;Omissy;2021;704
02572;Orainville;2021;501
02573;Orgeval;2021;55
02574;Origny-en-Thiérache;2021;1382
02575;Origny-Sainte-Benoite;2021;1638
02576;Osly-Courtil;2021;325
02577;Ostel;2021;91
02578;Oulches-la-Vallée-Foulon;2021;84
02579;Oulchy-la-Ville;2021;124
02580;Oulchy-le-Château;2021;814
02581;Paars;2021;317
02582;Paissy;2021;78
02583;Pancy-Courtecon;2021;53
02584;Papleux;2021;116
02585;Parcy-et-Tigny;2021;251
02586;Parfondeval;2021;139
02587;Parfondru;2021;352
02588;Pargnan;2021;66
02589;Pargny-Filain;2021;255
02590;Pargny-la-Dhuys;2021;171
02591;Pargny-les-Bois;2021;138
02592;Parpeville;2021;192
02593;Pasly;2021;1063
02594;Passy-en-Valois;2021;126
02595;Passy-sur-Marne;2021;138
02596;Pavant;2021;756
02598;Pernant;2021;681
02599;Pierremande;2021;251
02600;Pierrepont;2021;330
02601;Pignicourt;2021;182
02602;Pinon;2021;1655
02604;Pithon;2021;80
02605;Pleine-Selve;2021;191
02606;Le Plessier-Huleu;2021;77
02607;Ploisy;2021;91
02608;Plomion;2021;461
02609;Ployart-et-Vaurseine;2021;22
02610;Pommiers;2021;750
02612;Pont-Arcy;2021;121
02613;Pontavert;2021;602
02614;Pontru;2021;276
02615;Pontruet;2021;355
02616;Pont-Saint-Mard;2021;194
02617;Pouilly-sur-Serre;2021;501
02618;Prémont;2021;688
02619;Prémontré;2021;617
02620;Presles-et-Boves;2021;334
02621;Presles-et-Thierny;2021;393
02622;Priez;2021;56
02623;Prisces;2021;95
02624;Proisy;2021;273
02625;Proix;2021;143
02626;Prouvais;2021;337
02627;Proviseux-et-Plesnoy;2021;130
02628;Puiseux-en-Retz;2021;215
02629;Puisieux-et-Clanlieu;2021;323
02631;Quierzy;2021;409
02632;Quincy-Basse;2021;55
02633;Quincy-sous-le-Mont;2021;61
02634;Raillimont;2021;89
02635;Ramicourt;2021;147
02636;Regny;2021;198
02637;Remaucourt;2021;290
02638;Remies;2021;239
02639;Remigny;2021;344
02640;Renansart;2021;153
02641;Renneval;2021;119
02642;Résigny;2021;163
02643;Ressons-le-Long;2021;784
02644;Retheuil;2021;335
02645;Reuilly-Sauvigny;2021;200
02647;Ribeauville;2021;68
02648;Ribemont;2021;1904
02649;Rocourt-Saint-Martin;2021;311
02650;Rocquigny;2021;362
02651;Rogécourt;2021;100
02652;Rogny;2021;101
02653;Romeny-sur-Marne;2021;482
02654;Romery;2021;83
02655;Ronchères;2021;149
02656;Roucy;2021;384
02657;Rougeries;2021;218
02658;Roupy;2021;238
02659;Rouvroy;2021;506
02660;Rouvroy-sur-Serre;2021;39
02661;Royaucourt-et-Chailvet;2021;236
02662;Rozet-Saint-Albin;2021;330
02663;Rozières-sur-Crise;2021;230
02664;Rozoy-Bellevalle;2021;121
02665;Grand-Rozoy;2021;299
02666;Rozoy-sur-Serre;2021;949
02667;Saconin-et-Breuil;2021;197
02668;Sains-Richaumont;2021;978
02670;Saint-Algis;2021;148
02671;Saint-Aubin;2021;280
02672;Saint-Bandry;2021;247
02673;Saint-Christophe-à-Berry;2021;442
02674;Saint-Clément;2021;49
02675;Sainte-Croix;2021;134
02676;Saint-Erme-Outre-et-Ramecourt;2021;1705
02677;Saint-Eugène;2021;236
02678;Sainte-Geneviève;2021;67
02679;Saint-Gengoulph;2021;152
02680;Saint-Gobain;2021;2315
02681;Saint-Gobert;2021;282
02682;Saint-Mard;2021;115
02683;Saint-Martin-Rivière;2021;111
02684;Saint-Michel;2021;3252
02685;Saint-Nicolas-aux-Bois;2021;123
02686;Saint-Paul-aux-Bois;2021;366
02687;Saint-Pierre-Aigle;2021;336
02688;Saint-Pierre-lès-Franqueville;2021;43
02689;Saint-Pierremont;2021;40
02690;Sainte-Preuve;2021;72
02691;Saint-Quentin;2021;52958
02693;Saint-Rémy-Blanzy;2021;224
02694;Saint-Simon;2021;612
02696;Saint-Thomas;2021;72
02697;Samoussy;2021;381
02698;Sancy-les-Cheminots;2021;100
02699;Saponay;2021;273
02701;Saulchery;2021;697
02702;Savy;2021;609
02703;Seboncourt;2021;1084
02704;Selens;2021;220
02705;La Selve;2021;202
02706;Septmonts;2021;567
02707;Septvaux;2021;179
02708;Sequehart;2021;213
02709;Serain;2021;400
02710;Seraucourt-le-Grand;2021;723
02711;Serches;2021;279
02712;Sergy;2021;139
02713;Seringes-et-Nesles;2021;264
02714;Sermoise;2021;354
02715;Serval;2021;42
02716;Servais;2021;290
02717;Séry-lès-Mézières;2021;601
02718;Silly-la-Poterie;2021;116
02719;Sinceny;2021;2000
02720;Sissonne;2021;2063
02721;Sissy;2021;474
02722;Soissons;2021;28705
02723;Soize;2021;96
02724;Sommelans;2021;59
02725;Sommeron;2021;136
02726;Sommette-Eaucourt;2021;177
02727;Sons-et-Ronchères;2021;209
02728;Sorbais;2021;257
02729;Soucy;2021;77
02730;Soupir;2021;268
02731;Le Sourd;2021;178
02732;Surfontaine;2021;105
02734;Taillefontaine;2021;267
02735;Tannières;2021;16
02736;Tartiers;2021;164
02737;Tavaux-et-Pontséricourt;2021;551
02738;Tergnier;2021;13431
02739;Terny-Sorny;2021;336
02740;Thenailles;2021;221
02741;Thenelles;2021;541
02742;Thiernu;2021;119
02743;Le Thuel;2021;153
02744;Torcy-en-Valois;2021;74
02745;Toulis-et-Attencourt;2021;113
02746;Travecy;2021;670
02747;Trefcon;2021;82
02748;Trélou-sur-Marne;2021;942
02749;Troësnes;2021;214
02750;Trosly-Loire;2021;559
02751;Trucy;2021;141
02752;Tugny-et-Pont;2021;283
02753;Tupigny;2021;328
02754;Ugny-le-Gay;2021;186
02755;Urcel;2021;555
02756;Urvillers;2021;688
02757;Vadencourt;2021;517
02758;Vailly-sur-Aisne;2021;2015
02759;La Vallée-au-Blé;2021;362
02760;La Vallée-Mulâtre;2021;143
02761;Variscourt;2021;210
02762;Vassens;2021;160
02763;Vasseny;2021;211
02764;Vassogne;2021;91
02765;Vaucelles-et-Beffecourt;2021;235
02766;Vaudesson;2021;237
02767;Vauxrezis;2021;321
02768;Vauxaillon;2021;517
02769;Vaux-Andigny;2021;915
02770;Vauxbuin;2021;778
02772;Vaux-en-Vermandois;2021;148
02773;Vauxtin;2021;40
02774;Vendelles;2021;121
02775;Vendeuil;2021;926
02776;Vendhuile;2021;563
02777;Vendières;2021;133
02778;Vendresse-Beaulne;2021;97
02779;Vénérolles;2021;221
02780;Venizel;2021;1348
02781;Verdilly;2021;457
02782;Le Verguier;2021;218
02783;Grand-Verly;2021;137
02784;Petit-Verly;2021;150
02785;Vermand;2021;1101
02786;Verneuil-sous-Coucy;2021;129
02787;Verneuil-sur-Serre;2021;261
02788;Versigny;2021;466
02789;Vervins;2021;2600
02790;Vesles-et-Caumont;2021;242
02791;Veslud;2021;265
02792;Veuilly-la-Poterie;2021;156
02793;Vézaponin;2021;114
02794;Vézilly;2021;185
02795;Vic-sur-Aisne;2021;1602
02796;Vichel-Nanteuil;2021;90
02797;Viel-Arcy;2021;172
02798;Viels-Maisons;2021;1205
02799;Vierzy;2021;395
02800;Viffort;2021;314
02801;Vigneux-Hocquet;2021;268
02802;La Ville-aux-Bois-lès-Dizy;2021;205
02803;La Ville-aux-Bois-lès-Pontavert;2021;145
02804;Villemontoire;2021;200
02805;Villeneuve-Saint-Germain;2021;2541
02806;Villeneuve-sur-Fère;2021;292
02807;Villequier-Aumont;2021;666
02808;Villeret;2021;275
02809;Villers-Agron-Aiguizy;2021;66
02810;Villers-Cotterêts;2021;10454
02812;Villers-Hélon;2021;199
02813;Villers-le-Sec;2021;251
02814;Villers-lès-Guise;2021;163
02815;Villers-Saint-Christophe;2021;424
02816;Villers-sur-Fère;2021;526
02817;Ville-Savoye;2021;83
02818;Villiers-Saint-Denis;2021;1157
02819;Vincy-Reuil-et-Magny;2021;107
02820;Viry-Noureuil;2021;1684
02821;Vivaise;2021;668
02822;Vivières;2021;403
02823;Voharies;2021;75
02824;Vorges;2021;376
02826;Voulpaix;2021;348
02827;Voyenne;2021;307
02828;Vregny;2021;91
02829;Vuillery;2021;43
02830;Wassigny;2021;966
02831;Watigny;2021;369
02832;Wiège-Faty;2021;182
02833;Wimy;2021;479
02834;Wissignicourt;2021;164
03001;Abrest;2021;2919
03002;Agonges;2021;305
03003;Ainay-le-Château;2021;984
03004;Andelaroche;2021;229
03005;Archignat;2021;337
03006;Arfeuilles;2021;625
03007;Arpheuilles-Saint-Priest;2021;365
03008;Arronnes;2021;379
03009;Aubigny;2021;140
03010;Audes;2021;413
03011;Aurouër;2021;423
03012;Autry-Issards;2021;313
03013;Avermes;2021;4060
03014;Avrilly;2021;136
03015;Bagneux;2021;330
03016;Barberier;2021;141
03017;Barrais-Bussolles;2021;186
03018;Bayet;2021;675
03019;Beaulon;2021;1632
03020;Beaune-d'Allier;2021;290
03021;Bègues;2021;226
03022;Bellenaves;2021;982
03023;Bellerive-sur-Allier;2021;8855
03024;Bert;2021;247
03025;Bessay-sur-Allier;2021;1365
03026;Besson;2021;763
03027;Bézenet;2021;923
03028;Billezois;2021;363
03029;Billy;2021;810
03030;Biozat;2021;901
03031;Bizeneuille;2021;295
03032;Blomard;2021;236
03033;Bost;2021;180
03034;Boucé;2021;490
03035;Le Bouchaud;2021;199
03036;Bourbon-l'Archambault;2021;2554
03037;Braize;2021;259
03038;Bransat;2021;527
03039;Bresnay;2021;385
03040;Bressolles;2021;1139
03041;Le Brethon;2021;322
03042;Le Breuil;2021;531
03043;Broût-Vernet;2021;1200
03044;Brugheas;2021;1547
03045;Busset;2021;817
03046;Buxières-les-Mines;2021;1004
03047;La Celle;2021;402
03048;Cérilly;2021;1309
03049;Cesset;2021;427
03050;La Chabanne;2021;174
03051;Chambérat;2021;286
03052;Chamblet;2021;1085
03053;Chantelle;2021;1108
03054;Chapeau;2021;237
03055;La Chapelaude;2021;942
03056;La Chapelle;2021;390
03057;La Chapelle-aux-Chasses;2021;196
03058;Chappes;2021;241
03059;Chareil-Cintrat;2021;376
03060;Charmeil;2021;987
03061;Charmes;2021;381
03062;Charroux;2021;342
03063;Chassenard;2021;1026
03064;Château-sur-Allier;2021;169
03065;Châtel-de-Neuvre;2021;552
03066;Châtel-Montagne;2021;321
03067;Châtelperron;2021;133
03068;Châtelus;2021;108
03069;Châtillon;2021;310
03070;Chavenon;2021;137
03071;Chavroches;2021;256
03072;Chazemais;2021;499
03073;Chemilly;2021;605
03074;Chevagnes;2021;641
03075;Chezelle;2021;158
03076;Chézy;2021;217
03077;Chirat-l'Église;2021;128
03078;Chouvigny;2021;228
03079;Cindré;2021;289
03080;Cognat-Lyonne;2021;708
03081;Colombier;2021;320
03082;Commentry;2021;6059
03083;Contigny;2021;577
03084;Cosne-d'Allier;2021;2020
03085;Coulandon;2021;637
03086;Coulanges;2021;298
03087;Couleuvre;2021;595
03088;Courçais;2021;313
03089;Coutansouze;2021;156
03090;Couzon;2021;314
03091;Créchy;2021;430
03092;Cressanges;2021;634
03093;Creuzier-le-Neuf;2021;1230
03094;Creuzier-le-Vieux;2021;3254
03095;Cusset;2021;12909
03096;Deneuille-lès-Chantelle;2021;90
03097;Deneuille-les-Mines;2021;358
03098;Désertines;2021;4387
03099;Deux-Chaises;2021;384
03100;Diou;2021;1359
03101;Domérat;2021;8667
03102;Dompierre-sur-Besbre;2021;2990
03103;Le Donjon;2021;1028
03104;Doyet;2021;1149
03105;Droiturier;2021;365
03106;Durdat-Larequille;2021;1320
03107;Ébreuil;2021;1271
03108;Échassières;2021;370
03109;Escurolles;2021;792
03110;Espinasse-Vozelle;2021;974
03111;Estivareilles;2021;1116
03112;Étroussat;2021;664
03113;Ferrières-sur-Sichon;2021;516
03114;La Ferté-Hauterive;2021;265
03115;Fleuriel;2021;340
03116;Fourilles;2021;187
03117;Franchesse;2021;480
03118;Gannat;2021;5759
03119;Gannay-sur-Loire;2021;404
03120;Garnat-sur-Engièvre;2021;692
03121;Gennetines;2021;629
03122;Gipcy;2021;237
03124;Gouise;2021;220
03125;La Guillermie;2021;120
03126;Hauterive;2021;1186
03127;Hérisson;2021;583
03128;Huriel;2021;2600
03129;Hyds;2021;304
03130;Isle-et-Bardais;2021;281
03131;Isserpent;2021;559
03132;Jaligny-sur-Besbre;2021;551
03133;Jenzat;2021;515
03134;Laféline;2021;194
03135;Lalizolle;2021;415
03136;Lamaids;2021;216
03137;Langy;2021;269
03138;Lapalisse;2021;3137
03139;Laprugne;2021;311
03140;Lavault-Sainte-Anne;2021;1143
03141;Lavoine;2021;150
03142;Lenax;2021;242
03143;Lételon;2021;90
03144;Liernolles;2021;205
03145;Lignerolles;2021;751
03146;Limoise;2021;172
03147;Loddes;2021;168
03148;Loriges;2021;347
03149;Louchy-Montfand;2021;418
03150;Louroux-Bourbonnais;2021;204
03151;Louroux-de-Beaune;2021;168
03152;Louroux-de-Bouble;2021;229
03154;Luneau;2021;272
03155;Lurcy-Lévis;2021;1879
03156;Lusigny;2021;1651
03157;Magnet;2021;1037
03158;Haut-Bocage;2021;855
03159;Malicorne;2021;773
03160;Marcenat;2021;415
03161;Marcillat-en-Combraille;2021;905
03162;Marigny;2021;201
03163;Mariol;2021;713
03164;Le Mayet-d'École;2021;294
03165;Le Mayet-de-Montagne;2021;1387
03166;Mazerier;2021;313
03167;Mazirat;2021;287
03168;Meaulne-Vitray;2021;901
03169;Meillard;2021;315
03170;Meillers;2021;126
03171;Mercy;2021;243
03172;Mesples;2021;122
03173;Molinet;2021;1139
03174;Molles;2021;925
03175;Monestier;2021;275
03176;Monétay-sur-Allier;2021;540
03177;Monétay-sur-Loire;2021;247
03178;Montaiguët-en-Forez;2021;287
03179;Montaigu-le-Blin;2021;300
03180;Montbeugny;2021;651
03181;Montcombroux-les-Mines;2021;295
03182;Monteignet-sur-l'Andelot;2021;262
03183;Le Montet;2021;470
03184;Montilly;2021;503
03185;Montluçon;2021;33342
03186;Montmarault;2021;1523
03187;Montoldre;2021;613
03188;Montord;2021;212
03189;Montvicq;2021;702
03190;Moulins;2021;19343
03191;Murat;2021;271
03192;Nades;2021;154
03193;Nassigny;2021;193
03194;Naves;2021;128
03195;Néris-les-Bains;2021;2514
03196;Neuilly-en-Donjon;2021;206
03197;Neuilly-le-Réal;2021;1444
03198;Neure;2021;196
03200;Neuvy;2021;1492
03201;Nizerolles;2021;295
03202;Noyant-d'Allier;2021;596
03203;Paray-le-Frésil;2021;382
03204;Paray-sous-Briailles;2021;617
03205;Périgny;2021;455
03206;La Petite-Marche;2021;164
03207;Pierrefitte-sur-Loire;2021;511
03208;Le Pin;2021;428
03209;Poëzat;2021;152
03210;Pouzy-Mésangy;2021;388
03211;Prémilhat;2021;2507
03212;Quinssaines;2021;1524
03213;Reugny;2021;260
03214;Rocles;2021;347
03215;Rongères;2021;544
03216;Ronnet;2021;175
03217;Saint-Angel;2021;759
03218;Saint-Aubin-le-Monial;2021;268
03219;Saint-Bonnet-de-Four;2021;219
03220;Saint-Bonnet-de-Rochefort;2021;718
03221;Saint-Bonnet-Tronçais;2021;733
03222;Saint-Caprais;2021;92
03223;Saint-Christophe-en-Bourbonnais;2021;432
03224;Saint-Clément;2021;284
03225;Saint-Désiré;2021;433
03226;Saint-Didier-en-Donjon;2021;246
03227;Saint-Didier-la-Forêt;2021;376
03228;Saint-Éloy-d'Allier;2021;50
03229;Saint-Ennemond;2021;612
03230;Saint-Étienne-de-Vicq;2021;527
03231;Saint-Fargeol;2021;187
03232;Saint-Félix;2021;292
03233;Saint-Genest;2021;388
03234;Saint-Gérand-de-Vaux;2021;382
03235;Saint-Gérand-le-Puy;2021;950
03236;Saint-Germain-des-Fossés;2021;3638
03237;Saint-Germain-de-Salles;2021;427
03238;Saint-Hilaire;2021;515
03239;Saint-Léger-sur-Vouzance;2021;261
03240;Saint-Léon;2021;536
03241;Saint-Léopardin-d'Augy;2021;370
03242;Saint-Loup;2021;568
03243;Saint-Marcel-en-Murat;2021;126
03244;Saint-Marcel-en-Marcillat;2021;125
03245;Saint-Martin-des-Lais;2021;125
03246;Saint-Martinien;2021;594
03247;Saint-Menoux;2021;1120
03248;Saint-Nicolas-des-Biefs;2021;162
03249;Saint-Palais;2021;159
03250;Saint-Pierre-Laval;2021;358
03251;Saint-Plaisir;2021;407
03252;Saint-Pont;2021;695
03253;Saint-Pourçain-sur-Besbre;2021;370
03254;Saint-Pourçain-sur-Sioule;2021;4997
03255;Saint-Priest-d'Andelot;2021;145
03256;Saint-Priest-en-Murat;2021;213
03257;Saint-Prix;2021;793
03258;Saint-Rémy-en-Rollat;2021;1767
03259;Saint-Sauvier;2021;330
03260;Saint-Sornin;2021;221
03261;Sainte-Thérence;2021;179
03262;Saint-Victor;2021;2093
03263;Saint-Voir;2021;199
03264;Saint-Yorre;2021;2595
03265;Saligny-sur-Roudon;2021;656
03266;Sanssat;2021;277
03267;Saulcet;2021;652
03268;Saulzet;2021;387
03269;Sauvagny;2021;83
03270;Sazeret;2021;141
03271;Serbannes;2021;813
03272;Servilly;2021;273
03273;Seuillet;2021;479
03274;Sorbier;2021;317
03275;Souvigny;2021;1726
03276;Sussat;2021;103
03277;Target;2021;251
03278;Taxat-Senat;2021;200
03279;Teillet-Argenty;2021;554
03280;Terjat;2021;181
03281;Le Theil;2021;389
03282;Theneuille;2021;350
03283;Thiel-sur-Acolin;2021;1029
03284;Thionne;2021;284
03285;Tortezais;2021;177
03286;Toulon-sur-Allier;2021;1157
03287;Treban;2021;381
03288;Treignat;2021;398
03289;Treteau;2021;514
03290;Trévol;2021;1636
03291;Trézelles;2021;400
03292;Tronget;2021;887
03293;Urçay;2021;291
03294;Ussel-d'Allier;2021;170
03295;Valignat;2021;69
03296;Valigny;2021;371
03297;Vallon-en-Sully;2021;1491
03298;Varennes-sur-Allier;2021;3609
03299;Varennes-sur-Tèche;2021;223
03300;Vaumas;2021;535
03301;Vaux;2021;1164
03302;Veauce;2021;38
03303;Venas;2021;230
03304;Vendat;2021;2254
03305;Verneix;2021;581
03306;Le Vernet;2021;1913
03307;Verneuil-en-Bourbonnais;2021;234
03308;Vernusse;2021;150
03309;Le Veurdre;2021;464
03310;Vichy;2021;25789
03311;Vicq;2021;293
03312;Vieure;2021;273
03313;Le Vilhain;2021;273
03314;Villebret;2021;1331
03315;Villefranche-d'Allier;2021;1268
03316;Villeneuve-sur-Allier;2021;1051
03317;Viplaix;2021;292
03319;Voussac;2021;491
03320;Ygrande;2021;777
03321;Yzeure;2021;12598
04001;Aiglun;2021;1413
04004;Allemagne-en-Provence;2021;541
04005;Allons;2021;123
04006;Allos;2021;820
04007;Angles;2021;69
04008;Annot;2021;1017
04009;Archail;2021;14
04012;Aubenas-les-Alpes;2021;88
04013;Aubignosc;2021;614
04016;Authon;2021;61
04017;Auzet;2021;102
04018;Banon;2021;1065
04019;Barcelonnette;2021;2539
04020;Barles;2021;131
04021;Barras;2021;146
04022;Barrême;2021;405
04023;Bayons;2021;197
04024;Beaujeu;2021;124
04025;Beauvezer;2021;389
04026;Bellaffaire;2021;151
04027;Bevons;2021;255
04028;Beynes;2021;121
04030;Blieux;2021;54
04031;Bras-d'Asse;2021;546
04032;Braux;2021;128
04033;Ubaye-Serre-Ponçon;2021;788
04034;La Brillanne;2021;1109
04035;Brunet;2021;287
04036;Le Brusquet;2021;968
04037;Le Caire;2021;74
04039;Castellane;2021;1456
04040;Le Castellard-Mélan;2021;61
04041;Le Castellet;2021;301
04042;Castellet-lès-Sausses;2021;138
04043;Val-de-Chalvagne;2021;84
04045;Céreste-en-Luberon;2021;1194
04046;Le Chaffaut-Saint-Jurson;2021;691
04047;Champtercier;2021;821
04049;Château-Arnoux-Saint-Auban;2021;5082
04050;Châteaufort;2021;25
04051;Châteauneuf-Miravail;2021;74
04053;Châteauneuf-Val-Saint-Donat;2021;516
04054;Châteauredon;2021;71
04055;Chaudon-Norante;2021;185
04057;Clamensane;2021;178
04058;Claret;2021;288
04059;Clumanc;2021;221
04061;Colmars;2021;513
04062;La Condamine-Châtelard;2021;154
04063;Corbières-en-Provence;2021;1254
04065;Cruis;2021;636
04066;Curbans;2021;581
04067;Curel;2021;52
04068;Dauphin;2021;838
04069;Demandolx;2021;119
04070;Digne-les-Bains;2021;17192
