codgeo;libgeo;an;p_pop
54232;Gondreville;2021;2648
54233;Gondrexon;2021;33
54234;Gorcy;2021;2965
54235;Goviller;2021;426
54236;Grand-Failly;2021;368
54237;Grimonviller;2021;104
54238;Gripport;2021;273
54239;Griscourt;2021;139
54240;Grosrouvres;2021;53
54241;Gugney;2021;72
54242;Gye;2021;279
54243;Hablainville;2021;221
54244;Hagéville;2021;109
54245;Haigneville;2021;64
54246;Halloville;2021;63
54247;Hammeville;2021;184
54248;Hamonville;2021;101
54249;Hannonville-Suzémont;2021;251
54250;Haraucourt;2021;733
54251;Harbouey;2021;131
54252;Haroué;2021;509
54253;Hatrize;2021;773
54254;Haucourt-Moulaine;2021;3458
54255;Haudonville;2021;83
54256;Haussonville;2021;313
54257;Heillecourt;2021;5377
54258;Hénaménil;2021;147
54259;Herbéviller;2021;222
54260;Hériménil;2021;920
54261;Herserange;2021;4253
54262;Hoéville;2021;202
54263;Homécourt;2021;6247
54264;Houdelmont;2021;345
54265;Houdemont;2021;2076
54266;Houdreville;2021;394
54268;Housséville;2021;135
54269;Hudiviller;2021;331
54270;Hussigny-Godbrange;2021;3880
54271;Igney;2021;117
54272;Jaillon;2021;466
54273;Jarny;2021;8130
54274;Jarville-la-Malgrange;2021;9374
54275;Jaulny;2021;181
54276;Jeandelaincourt;2021;786
54277;Jeandelize;2021;370
54278;Jevoncourt;2021;101
54279;Jezainville;2021;1004
54280;Jœuf;2021;6560
54281;Jolivet;2021;891
54282;Joppécourt;2021;157
54283;Jouaville;2021;283
54284;Joudreville;2021;1114
54285;Juvrecourt;2021;49
54286;Labry;2021;1575
54287;Lachapelle;2021;264
54288;Lagney;2021;497
54289;Laître-sous-Amance;2021;359
54290;Laix;2021;210
54291;Lalœuf;2021;296
54292;Lamath;2021;182
54293;Landécourt;2021;85
54294;Landremont;2021;140
54295;Landres;2021;981
54296;Laneuvelotte;2021;436
54297;Laneuveville-aux-Bois;2021;301
54298;Laneuveville-derrière-Foug;2021;155
54299;Laneuveville-devant-Bayon;2021;229
54300;Laneuveville-devant-Nancy;2021;6551
54301;Lanfroicourt;2021;128
54302;Lantéfontaine;2021;737
54303;Laronxe;2021;364
54304;Laxou;2021;14671
54305;Lay-Saint-Christophe;2021;2370
54306;Lay-Saint-Remy;2021;338
54307;Lebeuville;2021;158
54308;Leintrey;2021;147
54309;Lemainville;2021;406
54310;Leménil-Mitry;2021;2
54311;Lenoncourt;2021;591
54312;Lesménils;2021;495
54313;Létricourt;2021;229
54314;Lexy;2021;3874
54315;Leyr;2021;907
54316;Limey-Remenauville;2021;307
54317;Lironville;2021;132
54318;Liverdun;2021;5694
54320;Loisy;2021;324
54321;Longlaville;2021;2374
54322;Longuyon;2021;5190
54323;Longwy;2021;15191
54324;Lorey;2021;85
54325;Loromontzey;2021;78
54326;Lubey;2021;217
54327;Lucey;2021;623
54328;Ludres;2021;6081
54329;Lunéville;2021;17755
54330;Lupcourt;2021;421
54331;Magnières;2021;278
54332;Maidières;2021;1512
54333;Mailly-sur-Seille;2021;247
54334;Mairy-Mainville;2021;557
54335;Maixe;2021;408
54336;Maizières;2021;903
54337;Malavillers;2021;129
54338;Malleloy;2021;992
54339;Malzéville;2021;7927
54340;Mamey;2021;337
54343;Mandres-aux-Quatre-Tours;2021;194
54344;Mangonville;2021;212
54345;Manoncourt-en-Vermois;2021;338
54346;Manoncourt-en-Woëvre;2021;251
54348;Manonville;2021;238
54349;Manonviller;2021;168
54350;Marainviller;2021;701
54351;Marbache;2021;1677
54352;Maron;2021;834
54353;Mars-la-Tour;2021;895
54354;Marthemont;2021;51
54355;Martincourt;2021;91
54356;Mattexey;2021;65
54357;Maxéville;2021;9921
54358;Mazerulles;2021;286
54359;Méhoncourt;2021;246
54360;Ménil-la-Tour;2021;337
54362;Mercy-le-Bas;2021;1280
54363;Mercy-le-Haut;2021;271
54364;Méréville;2021;1288
54365;Merviller;2021;326
54366;Messein;2021;1988
54367;Mexy;2021;2288
54368;Mignéville;2021;174
54369;Millery;2021;604
54370;Minorville;2021;225
54371;Moineville;2021;1077
54372;Moivrons;2021;527
54373;Moncel-lès-Lunéville;2021;613
54374;Moncel-sur-Seille;2021;530
54375;Montauville;2021;1086
54376;Montenoy;2021;403
54377;Montigny;2021;156
54378;Montigny-sur-Chiers;2021;471
54379;Mont-l'Étroit;2021;94
54380;Mont-le-Vignoble;2021;417
54381;Montreux;2021;53
54382;Mont-Saint-Martin;2021;9202
54383;Mont-sur-Meurthe;2021;1136
54385;Morfontaine;2021;1079
54386;Moriviller;2021;93
54387;Morville-sur-Seille;2021;162
54388;Mouacourt;2021;73
54389;Mouaville;2021;103
54390;Mousson;2021;102
54391;Moutiers;2021;1579
54392;Moutrot;2021;313
54393;Moyen;2021;528
54394;Murville;2021;242
54395;Nancy;2021;104260
54396;Neufmaisons;2021;217
54397;Neuves-Maisons;2021;6619
54398;Neuviller-lès-Badonviller;2021;94
54399;Neuviller-sur-Moselle;2021;252
54400;Nomeny;2021;1135
54401;Nonhigny;2021;127
54402;Norroy-le-Sec;2021;415
54403;Norroy-lès-Pont-à-Mousson;2021;1173
54404;Noviant-aux-Prés;2021;250
54405;Ochey;2021;523
54406;Ogéviller;2021;278
54407;Ognéville;2021;94
54408;Olley;2021;225
54409;Omelmont;2021;191
54410;Onville;2021;517
54411;Ormes-et-Ville;2021;220
54412;Othe;2021;40
54413;Ozerailles;2021;149
54414;Pagney-derrière-Barine;2021;652
54415;Pagny-sur-Moselle;2021;4003
54416;Pannes;2021;177
54417;Parey-Saint-Césaire;2021;245
54418;Parroy;2021;175
54419;Parux;2021;74
54420;Petit-Failly;2021;91
54421;Petitmont;2021;310
54422;Pettonville;2021;67
54423;Pexonne;2021;334
54424;Phlin;2021;43
54425;Piennes;2021;2460
54426;Pierre-la-Treiche;2021;475
54427;Pierre-Percée;2021;95
54428;Pierrepont;2021;839
54429;Pierreville;2021;298
54430;Pompey;2021;4836
54431;Pont-à-Mousson;2021;14338
54432;Pont-Saint-Vincent;2021;1794
54433;Port-sur-Seille;2021;227
54434;Praye;2021;251
54435;Prény;2021;366
54436;Preutin-Higny;2021;158
54437;Pulligny;2021;1146
54438;Pulney;2021;54
54439;Pulnoy;2021;5144
54440;Puxe;2021;117
54441;Puxieux;2021;226
54442;Quevilloncourt;2021;96
54443;Raon-lès-Leau;2021;38
54444;Raucourt;2021;230
54445;Raville-sur-Sânon;2021;103
54446;Réchicourt-la-Petite;2021;64
54447;Réclonville;2021;72
54449;Rehainviller;2021;1051
54450;Reherrey;2021;148
54451;Réhon;2021;3793
54452;Reillon;2021;73
54453;Rembercourt-sur-Mad;2021;156
54455;Remenoville;2021;156
54456;Réméréville;2021;623
54457;Remoncourt;2021;42
54458;Repaix;2021;112
54459;Richardménil;2021;2335
54460;Rogéville;2021;155
54461;Romain;2021;69
54462;Rosières-aux-Salines;2021;2833
54463;Rosières-en-Haye;2021;239
54464;Rouves;2021;104
54465;Roville-devant-Bayon;2021;752
54466;Royaumeix;2021;407
54467;Rozelieures;2021;186
54468;Saffais;2021;109
54469;Saint-Ail;2021;410
54470;Saint-Baussant;2021;70
54471;Saint-Boingt;2021;73
54472;Saint-Clément;2021;851
54473;Saint-Firmin;2021;288
54474;Sainte-Geneviève;2021;193
54475;Saint-Germain;2021;154
54476;Saint-Jean-lès-Longuyon;2021;412
54477;Saint-Julien-lès-Gorze;2021;162
54478;Saint-Marcel;2021;150
54479;Saint-Mard;2021;101
54480;Saint-Martin;2021;55
54481;Saint-Maurice-aux-Forges;2021;98
54482;Saint-Max;2021;10073
54483;Saint-Nicolas-de-Port;2021;7364
54484;Sainte-Pôle;2021;181
54485;Saint-Pancré;2021;308
54486;Saint-Remimont;2021;335
54487;Saint-Rémy-aux-Bois;2021;64
54488;Saint-Sauveur;2021;37
54489;Saint-Supplet;2021;151
54490;Saizerais;2021;1460
54491;Sancy;2021;349
54492;Sanzey;2021;158
54493;Saulnes;2021;2312
54494;Saulxerotte;2021;100
54495;Saulxures-lès-Nancy;2021;4285
54496;Saulxures-lès-Vannes;2021;375
54497;Saxon-Sion;2021;87
54498;Seichamps;2021;5141
54499;Seicheprey;2021;111
54500;Selaincourt;2021;180
54501;Seranville;2021;100
54502;Serres;2021;246
54504;Serrouville;2021;666
54505;Sexey-aux-Forges;2021;730
54507;Sionviller;2021;100
54508;Sivry;2021;238
54509;Sommerviller;2021;992
54510;Sornéville;2021;298
54511;Sponville;2021;111
54512;Tanconville;2021;107
54513;Tantonville;2021;653
54514;Tellancourt;2021;630
54515;Thélod;2021;248
54516;They-sous-Vaudemont;2021;18
54517;Thézey-Saint-Martin;2021;202
54518;Thiaucourt-Regniéville;2021;1117
54519;Thiaville-sur-Meurthe;2021;594
54520;Thiébauménil;2021;382
54521;Thil;2021;1987
54522;Thorey-Lyautey;2021;129
54523;Thuilley-aux-Groseilles;2021;421
54524;Thumeréville;2021;95
54525;Tiercelet;2021;645
54526;Tomblaine;2021;9019
54527;Tonnoy;2021;658
54528;Toul;2021;15849
54529;Tramont-Émy;2021;28
54530;Tramont-Lassus;2021;89
54531;Tramont-Saint-André;2021;61
54532;Tremblecourt;2021;160
54533;Trieux;2021;2638
54534;Trondes;2021;521
54535;Tronville;2021;197
54536;Tucquegnieux;2021;2430
54537;Ugny;2021;689
54538;Uruffe;2021;368
54539;Vacqueville;2021;226
54540;Val-et-Châtillon;2021;562
54541;Valhey;2021;162
54542;Valleroy;2021;2335
54543;Vallois;2021;135
54544;Vandelainville;2021;140
54545;Vandeléville;2021;211
54546;Vandières;2021;935
54547;Vandœuvre-lès-Nancy;2021;29537
54548;Vannes-le-Châtel;2021;518
54549;Varangéville;2021;3578
54550;Vathiménil;2021;319
54551;Vaucourt;2021;60
54552;Vaudémont;2021;67
54553;Vaudeville;2021;153
54554;Vaudigny;2021;80
54555;Vaxainville;2021;86
54556;Vého;2021;110
54557;Bois-de-Haye;2021;2350
54558;Velaine-sous-Amance;2021;282
54559;Velle-sur-Moselle;2021;313
54560;Veney;2021;53
54561;Vennezey;2021;41
54562;Verdenal;2021;136
54563;Vézelise;2021;1364
54564;Viéville-en-Haye;2021;139
54565;Vigneulles;2021;232
54566;Vilcey-sur-Trey;2021;148
54567;Villacourt;2021;347
54568;Ville-au-Montois;2021;254
54569;Ville-au-Val;2021;188
54570;Villecey-sur-Mad;2021;341
54571;Ville-en-Vermois;2021;592
54572;Ville-Houdlémont;2021;701
54573;Villers-en-Haye;2021;162
54574;Villers-la-Chèvre;2021;557
54575;Villers-la-Montagne;2021;1550
54576;Villers-le-Rond;2021;122
54577;Villers-lès-Moivrons;2021;144
54578;Villers-lès-Nancy;2021;14761
54579;Villers-sous-Prény;2021;328
54580;Villerupt;2021;10069
54581;Ville-sur-Yron;2021;298
54582;Villette;2021;187
54583;Villey-le-Sec;2021;418
54584;Villey-Saint-Étienne;2021;1015
54585;Virecourt;2021;497
54586;Viterne;2021;740
54587;Vitrey;2021;191
54588;Vitrimont;2021;390
54589;Vittonville;2021;127
54590;Viviers-sur-Chiers;2021;659
54591;Voinémont;2021;332
54592;Vroncourt;2021;264
54593;Waville;2021;434
54594;Xammes;2021;173
54595;Xermaménil;2021;565
54596;Xeuilley;2021;965
54597;Xirocourt;2021;447
54598;Xivry-Circourt;2021;268
54599;Xonville;2021;107
54600;Xousse;2021;118
54601;Xures;2021;96
54602;Han-devant-Pierrepont;2021;149
55001;Abainville;2021;285
55002;Abaucourt-Hautecourt;2021;99
55004;Aincreville;2021;81
55005;Amanty;2021;35
55007;Ambly-sur-Meuse;2021;237
55008;Amel-sur-l'Étang;2021;147
55009;Ancemont;2021;535
55010;Ancerville;2021;2599
55011;Andernay;2021;249
55012;Apremont-la-Forêt;2021;424
55013;Arrancy-sur-Crusnes;2021;464
55014;Aubréville;2021;358
55015;Aulnois-en-Perthois;2021;479
55017;Autrécourt-sur-Aire;2021;115
55018;Autréville-Saint-Lambert;2021;37
55021;Avillers-Sainte-Croix;2021;74
55022;Avioth;2021;130
55023;Avocourt;2021;121
55024;Azannes-et-Soumazannes;2021;161
55025;Baâlon;2021;276
55026;Badonvilliers-Gérauvilliers;2021;128
55027;Bannoncourt;2021;161
55028;Bantheville;2021;106
55029;Bar-le-Duc;2021;14668
55031;Baudonvilliers;2021;376
55032;Baudrémont;2021;43
55033;Baulny;2021;19
55034;Bazeilles-sur-Othain;2021;111
55035;Bazincourt-sur-Saulx;2021;144
55036;Beauclair;2021;94
55037;Beaufort-en-Argonne;2021;133
55038;Beaulieu-en-Argonne;2021;39
55039;Beaumont-en-Verdunois;2021;0
55040;Beausite;2021;255
55041;Behonne;2021;607
55042;Belleray;2021;507
55043;Belleville-sur-Meuse;2021;3021
55044;Belrain;2021;35
55045;Belrupt-en-Verdunois;2021;545
55046;Beney-en-Woëvre;2021;133
55047;Béthelainville;2021;160
55048;Béthincourt;2021;43
55049;Beurey-sur-Saulx;2021;424
55050;Bezonvaux;2021;0
55051;Biencourt-sur-Orge;2021;116
55053;Billy-sous-Mangiennes;2021;366
55054;Bislée;2021;62
55055;Blanzée;2021;13
55057;Boinville-en-Woëvre;2021;78
55058;Boncourt-sur-Meuse;2021;321
55059;Bonnet;2021;186
55060;Bonzée;2021;360
55061;Le Bouchon-sur-Saulx;2021;237
55062;Bouconville-sur-Madt;2021;105
55063;Bouligny;2021;2435
55064;Bouquemont;2021;113
55065;Boureuilles;2021;115
55066;Bovée-sur-Barboure;2021;127
55067;Boviolles;2021;98
55068;Brabant-en-Argonne;2021;104
55069;Brabant-le-Roi;2021;224
55070;Brabant-sur-Meuse;2021;117
55071;Brandeville;2021;178
55072;Braquis;2021;106
55073;Bras-sur-Meuse;2021;677
55075;Brauvilliers;2021;170
55076;Bréhéville;2021;180
55077;Breux;2021;264
55078;Brieulles-sur-Meuse;2021;303
55079;Brillon-en-Barrois;2021;704
55080;Brixey-aux-Chanoines;2021;78
55081;Brizeaux;2021;61
55082;Brocourt-en-Argonne;2021;46
55083;Brouennes;2021;156
55084;Broussey-en-Blois;2021;56
55085;Broussey-Raulecourt;2021;287
55087;Bure;2021;84
55088;Burey-en-Vaux;2021;156
55089;Burey-la-Côte;2021;87
55093;Buxières-sous-les-Côtes;2021;274
55094;Buzy-Darmont;2021;532
55095;Cesse;2021;108
55096;Chaillon;2021;109
55097;Chalaines;2021;308
55099;Champneuville;2021;123
55100;Champougny;2021;81
55101;Chardogne;2021;300
55102;Charny-sur-Meuse;2021;525
55103;Charpentry;2021;22
55104;Chassey-Beaupré;2021;79
55105;Châtillon-sous-les-Côtes;2021;175
55106;Chattancourt;2021;176
55107;Chaumont-devant-Damvillers;2021;47
55108;Chaumont-sur-Aire;2021;121
55109;Chauvency-le-Château;2021;229
55110;Chauvency-Saint-Hubert;2021;223
55111;Chauvoncourt;2021;434
55113;Cheppy;2021;155
55114;Chonville-Malaumont;2021;205
55115;Cierges-sous-Montfaucon;2021;45
55116;Le Claon;2021;50
55117;Clermont-en-Argonne;2021;1438
55118;Cléry-le-Grand;2021;91
55119;Cléry-le-Petit;2021;188
55120;Combles-en-Barrois;2021;775
55121;Combres-sous-les-Côtes;2021;112
55122;Commercy;2021;5319
55123;Les Hauts-de-Chée;2021;712
55124;Consenvoye;2021;299
55125;Contrisson;2021;779
55127;Courcelles-en-Barrois;2021;45
55128;Courcelles-sur-Aire;2021;42
55129;Courouvre;2021;39
55132;Cousances-les-Forges;2021;1667
55133;Couvertpuis;2021;83
55134;Couvonges;2021;151
55137;Cuisy;2021;48
55138;Culey;2021;125
55139;Cumières-le-Mort-Homme;2021;0
55140;Cunel;2021;20
55141;Dagonville;2021;84
55142;Dainville-Bertheléville;2021;122
55143;Damloup;2021;124
55144;Dammarie-sur-Saulx;2021;374
55145;Damvillers;2021;618
55146;Dannevoux;2021;194
55148;Delouze-Rosières;2021;116
55149;Delut;2021;120
55150;Demange-Baudignécourt;2021;509
55153;Dieppe-sous-Douaumont;2021;193
55154;Dieue-sur-Meuse;2021;1449
55155;Dombasle-en-Argonne;2021;384
55156;Dombras;2021;138
55157;Dommartin-la-Montagne;2021;51
55158;Dommary-Baroncourt;2021;738
55159;Dompcevrin;2021;358
55160;Dompierre-aux-Bois;2021;37
55162;Domremy-la-Canne;2021;30
55163;Doncourt-aux-Templiers;2021;60
55165;Doulcon;2021;426
55166;Dugny-sur-Meuse;2021;1283
55167;Dun-sur-Meuse;2021;613
55168;Duzey;2021;45
55169;Écouviez;2021;524
55170;Écurey-en-Verdunois;2021;115
55171;Eix;2021;261
55172;Les Éparges;2021;61
55173;Épiez-sur-Meuse;2021;38
55174;Épinonville;2021;74
55175;Érize-la-Brûlée;2021;179
55177;Érize-la-Petite;2021;44
55178;Érize-Saint-Dizier;2021;190
55179;Erneville-aux-Bois;2021;141
55180;Esnes-en-Argonne;2021;136
55181;Étain;2021;3473
55182;Éton;2021;208
55183;Étraye;2021;37
55184;Euville;2021;1639
55185;Èvres;2021;89
55186;Fains-Véel;2021;2090
55188;Flassigny;2021;44
55189;Fleury-devant-Douaumont;2021;0
55191;Foameix-Ornel;2021;224
55192;Fontaines-Saint-Clair;2021;38
55193;Forges-sur-Meuse;2021;123
55194;Foucaucourt-sur-Thabas;2021;61
55195;Fouchères-aux-Bois;2021;128
55196;Frémeréville-sous-les-Côtes;2021;124
55197;Fresnes-au-Mont;2021;165
55198;Fresnes-en-Woëvre;2021;663
55199;Froidos;2021;86
55200;Fromeréville-les-Vallons;2021;209
55201;Fromezey;2021;63
55202;Futeau;2021;142
55204;Génicourt-sur-Meuse;2021;292
55206;Gercourt-et-Drillancourt;2021;115
55207;Géry;2021;52
55208;Gesnes-en-Argonne;2021;55
55210;Gimécourt;2021;39
55211;Gincrey;2021;62
55212;Girauvoisin;2021;84
55214;Givrauval;2021;274
55215;Gondrecourt-le-Château;2021;1053
55216;Gouraincourt;2021;67
55217;Goussaincourt;2021;118
55218;Gremilly;2021;42
55219;Grimaucourt-en-Woëvre;2021;100
55220;Grimaucourt-près-Sampigny;2021;88
55221;Guerpont;2021;241
55222;Gussainville;2021;33
55224;Haironville;2021;572
55225;Halles-sous-les-Côtes;2021;139
55226;Han-lès-Juvigny;2021;124
55228;Hannonville-sous-les-Côtes;2021;536
55229;Han-sur-Meuse;2021;267
55232;Harville;2021;113
55236;Haudainville;2021;936
55237;Haudiomont;2021;233
55239;Haumont-près-Samogneux;2021;0
55241;Heippes;2021;80
55242;Hennemont;2021;112
55243;Herbeuville;2021;180
55244;Herméville-en-Woëvre;2021;225
55245;Heudicourt-sous-les-Côtes;2021;166
55246;Hévilliers;2021;154
55247;Horville-en-Ornois;2021;47
55248;Houdelaincourt;2021;273
55250;Inor;2021;180
55251;Ippécourt;2021;99
55252;Iré-le-Sec;2021;159
55253;Les Islettes;2021;700
55254;Les Trois-Domaines;2021;121
55255;Jametz;2021;261
55256;Jonville-en-Woëvre;2021;145
55257;Jouy-en-Argonne;2021;48
55258;Geville;2021;612
55260;Julvécourt;2021;56
55261;Juvigny-en-Perthois;2021;138
55262;Juvigny-sur-Loison;2021;258
55263;Kœur-la-Grande;2021;162
55264;Kœur-la-Petite;2021;258
55265;Labeuville;2021;140
55266;Lachalade;2021;51
55267;Lachaussée;2021;279
55268;Lacroix-sur-Meuse;2021;670
55269;Lahaymeix;2021;74
55270;Lahayville;2021;30
55271;Laheycourt;2021;360
55272;Laimont;2021;426
55274;Lamorville;2021;283
55275;Lamouilly;2021;85
55276;Landrecourt-Lempire;2021;220
55278;Laneuville-au-Rupt;2021;196
55279;Laneuville-sur-Meuse;2021;446
55280;Lanhères;2021;56
55281;Latour-en-Woëvre;2021;91
55282;Lavallée;2021;91
55284;Lavincourt;2021;73
55285;Lavoye;2021;148
55286;Lemmes;2021;236
55288;Lérouville;2021;1403
55289;Levoncourt;2021;60
55290;Lignières-sur-Aire;2021;55
55291;Ligny-en-Barrois;2021;3803
55292;Liny-devant-Dun;2021;189
55293;Lion-devant-Dun;2021;175
55295;Lisle-en-Barrois;2021;30
55296;L'Isle-en-Rigault;2021;470
55297;Lissey;2021;109
55298;Loisey;2021;286
55299;Loison;2021;119
55300;Longeaux;2021;218
55301;Longchamps-sur-Aire;2021;120
55302;Longeville-en-Barrois;2021;1101
55303;Loupmont;2021;70
55304;Louppy-le-Château;2021;162
55306;Louppy-sur-Loison;2021;112
55307;Louvemont-Côte-du-Poivre;2021;0
55310;Luzy-Saint-Martin;2021;112
55311;Maizeray;2021;26
55312;Maizey;2021;163
55313;Malancourt;2021;69
55315;Mandres-en-Barrois;2021;115
55316;Mangiennes;2021;404
55317;Manheulles;2021;148
55320;Marchéville-en-Woëvre;2021;66
55321;Marre;2021;175
55322;Marson-sur-Barboure;2021;54
55323;Martincourt-sur-Meuse;2021;70
55324;Marville;2021;518
55325;Maucourt-sur-Orne;2021;50
55326;Maulan;2021;108
55327;Mauvages;2021;244
55328;Maxey-sur-Vaise;2021;283
55329;Mécrin;2021;200
55330;Méligny-le-Grand;2021;89
55331;Méligny-le-Petit;2021;75
55332;Menaucourt;2021;237
55333;Ménil-aux-Bois;2021;45
55334;Ménil-la-Horgne;2021;170
55335;Ménil-sur-Saulx;2021;247
55336;Merles-sur-Loison;2021;149
55338;Milly-sur-Bradon;2021;147
55339;Mogeville;2021;74
55340;Mognéville;2021;365
55341;Moirey-Flabas-Crépion;2021;117
55343;Montblainville;2021;57
55344;Montbras;2021;23
55345;Mont-devant-Sassey;2021;100
55346;Montfaucon-d'Argonne;2021;290
55347;Les Monthairons;2021;333
55348;Montiers-sur-Saulx;2021;367
55349;Montigny-devant-Sassey;2021;124
55350;Montigny-lès-Vaucouleurs;2021;76
55351;Montmédy;2021;2031
55352;Montplonne;2021;143
55353;Montsec;2021;77
55355;Montzéville;2021;155
55356;Moranville;2021;104
55357;Morgemoulin;2021;107
55358;Chanteraine;2021;187
55359;Morley;2021;207
55360;Mouilly;2021;108
55361;Moulainville;2021;131
55362;Moulins-Saint-Hubert;2021;183
55363;Moulotte;2021;89
55364;Mouzay;2021;656
55365;Murvaux;2021;139
55366;Val-d'Ornain;2021;989
55367;Muzeray;2021;130
55368;Naives-en-Blois;2021;152
55369;Naives-Rosières;2021;807
55370;Naix-aux-Forges;2021;211
55371;Nançois-le-Grand;2021;77
55372;Nançois-sur-Ornain;2021;364
55373;Nant-le-Grand;2021;82
55374;Nant-le-Petit;2021;74
55375;Nantillois;2021;63
55376;Nantois;2021;82
55377;Nepvant;2021;95
55378;Nettancourt;2021;241
55379;Le Neufour;2021;60
55380;Neuville-en-Verdunois;2021;51
55381;Neuville-lès-Vaucouleurs;2021;156
55382;Neuville-sur-Ornain;2021;367
55383;Neuvilly-en-Argonne;2021;221
55384;Nicey-sur-Aire;2021;128
55385;Nixéville-Blercourt;2021;498
55386;Nonsard-Lamarche;2021;223
55387;Nouillonpont;2021;243
55388;Noyers-Auzécourt;2021;275
55389;Nubécourt;2021;244
55391;Olizy-sur-Chiers;2021;197
55394;Ornes;2021;7
55395;Osches;2021;56
55396;Ourches-sur-Meuse;2021;223
55397;Pagny-la-Blanche-Côte;2021;230
55398;Pagny-sur-Meuse;2021;1016
55399;Pareid;2021;113
55400;Parfondrupt;2021;43
55401;Les Paroches;2021;417
55403;Peuvillers;2021;61
55404;Pierrefitte-sur-Aire;2021;313
55405;Pillon;2021;250
55406;Pintheville;2021;107
55407;Pont-sur-Meuse;2021;132
55408;Pouilly-sur-Meuse;2021;171
55409;Pretz-en-Argonne;2021;62
55410;Quincy-Landzécourt;2021;131
55411;Rambluzin-et-Benoite-Vaux;2021;93
55412;Rambucourt;2021;188
55414;Rancourt-sur-Ornain;2021;180
55415;Ranzières;2021;89
55416;Rarécourt;2021;215
55419;Récicourt;2021;154
55420;Récourt-le-Creux;2021;72
55421;Reffroy;2021;74
55422;Regnéville-sur-Meuse;2021;50
55423;Rembercourt-Sommaisne;2021;315
55424;Remennecourt;2021;46
55425;Remoiville;2021;131
55426;Resson;2021;382
55427;Revigny-sur-Ornain;2021;2702
55428;Réville-aux-Bois;2021;128
55429;Riaville;2021;50
55430;Ribeaucourt;2021;69
55431;Richecourt;2021;56
55433;Rigny-la-Salle;2021;366
55434;Rigny-Saint-Martin;2021;50
55435;Robert-Espagne;2021;766
55436;Les Roises;2021;28
55437;Romagne-sous-les-Côtes;2021;122
55438;Romagne-sous-Montfaucon;2021;181
55439;Ronvaux;2021;100
55442;Raival;2021;243
55443;Rouvres-en-Woëvre;2021;590
55444;Rouvrois-sur-Meuse;2021;202
55445;Rouvrois-sur-Othain;2021;192
55446;Rumont;2021;85
55447;Rupt-aux-Nonains;2021;368
55448;Rupt-devant-Saint-Mihiel;2021;42
55449;Rupt-en-Woëvre;2021;284
55450;Rupt-sur-Othain;2021;47
55452;Saint-Amand-sur-Ornain;2021;56
55453;Saint-André-en-Barrois;2021;62
55454;Saint-Aubin-sur-Aire;2021;173
55456;Saint-Germain-sur-Meuse;2021;220
55457;Saint-Hilaire-en-Woëvre;2021;183
55458;Saint-Jean-lès-Buzy;2021;384
55459;Saint-Joire;2021;235
55460;Saint-Julien-sous-les-Côtes;2021;139
55461;Saint-Laurent-sur-Othain;2021;451
55462;Saint-Maurice-sous-les-Côtes;2021;348
55463;Saint-Mihiel;2021;3924
55464;Saint-Pierrevillers;2021;152
55465;Saint-Remy-la-Calonne;2021;100
55466;Salmagne;2021;287
55467;Sampigny;2021;697
55468;Samogneux;2021;100
55469;Sassey-sur-Meuse;2021;91
55470;Saudrupt;2021;191
55471;Saulmory-Villefranche;2021;81
55472;Saulvaux;2021;114
55473;Saulx-lès-Champlon;2021;109
55474;Sauvigny;2021;224
55475;Sauvoy;2021;67
55476;Savonnières-devant-Bar;2021;472
55477;Savonnières-en-Perthois;2021;400
55479;Seigneulles;2021;157
55481;Senon;2021;311
55482;Senoncourt-les-Maujouy;2021;102
55484;Septsarges;2021;47
55485;Sepvigny;2021;68
55487;Seuzey;2021;86
55488;Silmont;2021;144
55489;Sivry-la-Perche;2021;277
55490;Sivry-sur-Meuse;2021;335
55492;Sommedieue;2021;974
55493;Sommeilles;2021;181
55494;Sommelonne;2021;410
55495;Sorbey;2021;238
55496;Sorcy-Saint-Martin;2021;1049
55497;Les Souhesmes-Rampont;2021;319
55498;Souilly;2021;439
55500;Spincourt;2021;818
55501;Stainville;2021;379
55502;Stenay;2021;2471
55503;Taillancourt;2021;123
55504;Tannois;2021;397
55505;Thierville-sur-Meuse;2021;3179
55506;Thillombois;2021;30
55507;Thillot;2021;210
55508;Thonne-la-Long;2021;354
55509;Thonne-le-Thil;2021;276
55510;Thonne-les-Près;2021;125
55511;Thonnelle;2021;114
55512;Tilly-sur-Meuse;2021;279
55514;Trémont-sur-Saulx;2021;588
55515;Trésauvaux;2021;69
55516;Tréveray;2021;550
55517;Seuil-d'Argonne;2021;517
55518;Cousances-lès-Triconville;2021;145
55519;Tronville-en-Barrois;2021;1331
55520;Troussey;2021;474
55521;Troyon;2021;233
55522;Ugny-sur-Meuse;2021;110
55523;Vacherauville;2021;190
55525;Vadelaincourt;2021;75
55526;Vadonville;2021;257
55527;Varennes-en-Argonne;2021;633
55528;Varnéville;2021;50
55530;Valbois;2021;94
55531;Vassincourt;2021;280
55532;Vaubecourt;2021;313
55533;Vaucouleurs;2021;1923
55534;Vaudeville-le-Haut;2021;52
55535;Vaudoncourt;2021;85
55536;Vauquois;2021;21
55537;Douaumont-Vaux;2021;79
55540;Vaux-lès-Palameix;2021;59
55541;Vavincourt;2021;530
55543;Velaines;2021;903
55544;Velosnes;2021;144
55545;Verdun;2021;16689
55546;Verneuil-Grand;2021;209
55547;Verneuil-Petit;2021;111
55549;Véry;2021;86
55551;Vigneulles-lès-Hattonchâtel;2021;1574
